company_id,company_name,is_fraudulent,is_early_stage_fraud,true_fraud_state,pd_target,fraud_type,cibil_score,dscr,gst_discrepancy_pct,bank_divergence_pct,bounce_rate
company_00044,Apex Industries LLP,0,0,0,0.3411,None,775,1.5692,4.56,5.21,2.03
company_00045,Hindustan Enterprises Partnership Firm,0,0,0,0.1268,None,756,0.6333,1.93,1.78,2.18
company_00046,Shivam Power LLP,0,0,0,0.1241,None,830,1.1363,6.13,4.26,0.77
company_00047,Urja Infrastructure Private Limited,0,0,0,0.1427,None,657,1.0332,4.63,4.32,3.34
company_00048,Arogya Pharma Private Limited,1,0,1,0.8502,evergreening,656,0.5797,28.86,20.29,19.45
company_00049,Urja Pharma LLP,0,0,0,0.3442,None,813,1.8969,5.0,3.41,1.92
company_00050,Apex Textiles Partnership Firm,0,0,0,0.1128,None,746,1.196,4.97,3.31,1.68
company_00051,Bharat Logistics LLP,0,0,0,0.0247,None,758,1.4412,2.7,4.8,2.56
company_00052,Karan Foods Partnership Firm,0,0,0,0.0867,None,713,1.6196,10.31,5.32,4.3
company_00053,Matrix Enterprises Partnership Firm,0,0,0,0.0798,None,763,1.4023,5.79,3.88,2.14
company_00054,Navrachana Enterprises LLP,0,0,0,0.1692,None,784,1.0079,3.51,5.4,3.15
company_00055,Delta Solutions Private Limited,0,1,1,0.5511,circular_trading,726,1.3154,2.49,2.77,5.78
company_00056,Surya Automotive Private Limited,0,0,0,0.257,None,763,1.0547,2.41,2.95,1.65
company_00057,Tejas Retail Private Limited,0,0,0,0.3043,None,720,1.8917,7.42,4.64,3.05
company_00058,Kalyani Metals LLP,0,0,0,0.1911,None,760,1.4212,7.39,3.28,1.93
company_00059,Infinity Pharma LLP,0,0,0,0.1305,None,757,1.9712,2.41,5.51,2.06
company_00060,Karan Infotech Partnership Firm,0,0,0,0.1244,None,814,1.92,3.78,4.32,6.25
company_00061,Surya Pharma Private Limited,1,0,1,0.5095,benami_siphoning,672,1.5228,19.44,14.94,4.61
company_00062,Vidya Builders LLP,0,0,0,0.0798,None,742,1.4724,2.13,3.18,2.45
company_00063,Navrachana Metals LLP,0,0,0,0.3224,None,785,1.321,6.16,4.61,3.75
company_00064,Vanguard Chemicals Partnership Firm,1,0,1,0.9355,circular_trading,710,0.2198,45.53,25.77,7.38
company_00065,Vanguard Power LLP,0,0,0,0.0111,None,698,1.3121,4.07,7.0,1.9
company_00066,Bharat Foods Private Limited,0,0,0,0.2904,None,714,1.4966,1.77,2.75,3.17
company_00067,Karan Renewables Private Limited,0,0,0,0.1245,None,767,0.9059,4.88,3.66,1.2
company_00068,Sterling Enterprises Private Limited,0,0,0,0.1203,None,772,1.9442,2.34,5.32,1.29
company_00069,Bhaskar Renewables Private Limited,0,0,0,0.137,None,720,1.0748,4.26,3.97,2.28
company_00070,Shivam Infotech Partnership Firm,1,0,1,0.9026,benami_siphoning,663,1.4998,27.76,29.61,6.98
company_00071,Karan Metals Partnership Firm,0,0,0,0.1289,None,754,1.1809,4.25,3.58,2.33
company_00072,Matrix Chemicals Private Limited,0,0,0,0.2129,None,789,0.8172,2.83,2.6,0.79
company_00073,Apex Healthcare Partnership Firm,0,0,0,0.2408,None,777,1.5864,5.22,3.58,1.01
company_00074,Apex Logistics Private Limited,0,0,0,0.2135,None,801,1.0561,3.92,3.66,1.23
company_00075,Kalyani Metals Partnership Firm,0,0,0,0.0863,None,691,0.9164,5.35,4.46,2.9
company_00076,Matrix Power Private Limited,0,0,0,0.25,None,811,1.579,4.18,4.34,1.01
company_00077,Delta Chemicals LLP,0,0,0,0.1199,None,793,1.2793,3.31,2.88,2.75
company_00078,Delta Healthcare Partnership Firm,0,0,0,0.061,None,696,1.0422,6.95,4.41,2.32
company_00079,Bharat Infotech Partnership Firm,1,0,1,0.8928,benami_siphoning,662,1.0726,21.56,33.02,10.28
company_00080,Ganesh Enterprises Private Limited,0,0,0,0.0726,None,702,1.5989,5.08,5.08,2.21
company_00081,Matrix Retail Partnership Firm,0,0,0,0.2475,None,814,1.0836,8.98,5.08,1.99
company_00082,Radhe Energy Private Limited,0,0,0,0.2141,None,780,1.2119,3.21,5.13,2.22
company_00083,Zenith Renewables LLP,0,0,0,0.2005,None,766,0.9879,6.02,3.47,2.75
company_00084,Sterling Renewables Private Limited,0,0,0,0.0717,None,730,1.8879,4.45,4.45,3.28
company_00085,Vanguard Infrastructure Partnership Firm,0,0,0,0.0137,None,776,1.2748,3.49,3.62,1.28
company_00086,Vidya Textiles Private Limited,0,0,0,0.1923,None,716,2.1821,5.6,3.52,3.62
company_00087,Matrix Metals Partnership Firm,0,0,0,0.1198,None,715,1.3163,3.62,4.38,3.63
company_00088,Apex Builders Private Limited,0,0,0,0.0441,None,784,1.5444,3.21,4.49,2.94
company_00089,Matrix Builders Private Limited,1,0,1,0.9395,revenue_inflation,655,0.979,21.9,24.7,8.02
company_00090,Radhe Logistics Private Limited,0,0,0,0.3041,None,804,1.2934,2.96,3.36,2.0
company_00091,Hindustan Renewables LLP,0,1,1,0.747,evergreening,768,1.6477,3.54,3.42,2.14
company_00092,Sterling Builders Private Limited,0,0,0,0.0841,None,735,1.2584,4.51,4.16,2.73
company_00093,Navrachana Chemicals LLP,0,0,0,0.1855,None,731,1.0917,7.44,4.14,2.18
company_00094,Tejas Healthcare LLP,0,0,0,0.087,None,743,1.0921,3.8,6.81,0.92
company_00095,Surya Industries Partnership Firm,1,0,1,0.9798,shell_company,473,1.0141,50.7,56.62,7.73
company_00096,Bhaskar Infotech Private Limited,0,0,0,0.1605,None,762,1.4305,3.63,3.52,2.18
company_00097,Vidya Infotech Private Limited,0,0,0,0.2993,None,739,1.8842,4.63,3.53,2.8
company_00098,Vanguard Healthcare Partnership Firm,0,0,0,0.3171,None,763,1.1953,3.5,3.33,1.92
company_00099,Arogya Enterprises Private Limited,0,0,0,0.0486,None,767,1.7025,3.59,3.16,2.27
company_00100,Apex Automotive Private Limited,0,0,0,0.2184,None,751,2.058,3.97,3.17,4.21
company_00101,Navrachana Energy Partnership Firm,0,0,0,0.0869,None,729,1.5369,3.54,5.33,5.07
company_00102,Apex Textiles LLP,0,0,0,0.1775,None,812,1.6908,3.26,3.38,2.34
company_00103,Matrix Foods Private Limited,0,0,0,0.1337,None,770,1.0301,6.76,3.51,0.87
company_00104,Infinity Chemicals Private Limited,0,0,0,0.128,None,743,1.0734,1.66,2.89,5.89
company_00105,Surya Solutions Private Limited,0,0,0,0.1966,None,742,1.9007,11.25,4.26,3.38
company_00106,Infinity Solutions Partnership Firm,0,0,0,0.0559,None,687,1.9299,3.31,3.16,2.51
company_00107,Karan Renewables Partnership Firm,0,0,0,0.2738,None,808,1.6715,3.25,4.27,0.74
company_00108,Delta Builders Partnership Firm,0,0,0,0.0334,None,775,2.2687,4.12,3.09,2.8
company_00109,Surya Industries LLP,0,0,0,0.2227,None,726,1.1611,2.53,5.48,2.13
company_00110,Vanguard Metals Private Limited,1,0,1,0.9191,seasonal_manipulation,634,1.2471,30.5,11.17,10.94
company_00111,Apex Retail Private Limited,0,0,0,0.2128,None,728,1.4842,2.45,2.87,2.3
company_00112,Matrix Chemicals LLP,0,0,0,0.2719,None,781,1.9208,7.64,4.86,2.01
company_00113,Navrachana Healthcare LLP,0,0,0,0.2659,None,765,1.4002,4.72,3.58,2.13
company_00114,Karan Automotive Partnership Firm,0,0,0,0.2196,None,742,1.3219,2.35,3.97,1.28
company_00115,Vanguard Power Partnership Firm,0,0,0,0.3258,None,732,1.4859,2.51,6.48,2.46
company_00116,Vanguard Infrastructure Private Limited,0,0,0,0.1925,None,686,1.6641,4.14,3.42,1.92
company_00117,Delta Foods Private Limited,0,0,0,0.1383,None,749,1.3578,7.88,3.46,1.42
company_00118,Ambika Solutions LLP,0,0,0,0.0178,None,722,1.2598,2.28,4.06,2.27
company_00119,Zenith Infotech LLP,0,0,0,0.2884,None,784,1.3255,2.91,7.06,4.84
company_00120,Ambika Retail LLP,0,0,0,0.0873,None,815,1.5629,6.69,6.69,1.46
company_00121,Arogya Renewables Private Limited,0,0,0,0.0359,None,790,1.3566,4.45,5.51,3.07
company_00122,Ganesh Textiles LLP,0,0,0,0.1153,None,746,1.8739,7.42,4.88,4.66
company_00123,Bhaskar Builders Private Limited,0,0,0,0.3163,None,705,1.3307,6.54,2.95,1.89
company_00124,Sterling Power Private Limited,0,0,0,0.1325,None,722,1.2637,4.8,2.99,1.78
company_00125,Delta Renewables Private Limited,0,0,0,0.3314,None,784,1.5131,7.05,5.12,1.47
company_00126,Sterling Pharma Private Limited,0,0,0,0.3387,None,749,1.1166,3.54,4.38,2.7
company_00127,Ganesh Power Partnership Firm,0,0,0,0.0974,None,730,1.5278,4.06,4.44,2.16
company_00128,Arogya Textiles Private Limited,0,0,0,0.3318,None,803,1.5863,5.21,4.26,2.25
company_00129,Navrachana Solutions Private Limited,0,0,0,0.2708,None,791,1.1921,13.62,4.25,1.89
company_00130,Vanguard Chemicals LLP,0,0,0,0.1338,None,720,1.9658,4.68,3.34,2.22
company_00131,Tejas Builders Partnership Firm,0,0,0,0.1204,None,720,1.2223,3.52,2.89,3.05
company_00132,Urja Energy LLP,0,1,1,0.46,evergreening,711,1.9975,6.04,7.1,2.71
company_00133,Tejas Builders Private Limited,0,0,0,0.0784,None,773,1.0817,4.32,3.0,1.08
company_00134,Infinity Renewables Partnership Firm,0,0,0,0.3033,None,767,1.9666,6.99,3.91,2.33
company_00135,Vanguard Metals Partnership Firm,0,0,0,0.2758,None,727,1.3053,4.3,3.91,2.08
company_00136,Navrachana Textiles LLP,0,0,0,0.2583,None,695,1.0745,5.2,7.12,2.34
company_00137,Tejas Enterprises LLP,0,0,0,0.1589,None,778,1.7344,5.3,3.16,2.46
company_00138,Ganesh Industries LLP,0,0,0,0.0391,None,763,1.087,6.18,7.44,2.3
company_00139,Tejas Industries Private Limited,0,0,0,0.0329,None,725,1.4338,6.19,4.61,4.06
company_00140,Tejas Logistics LLP,0,0,0,0.0514,None,721,1.7893,7.19,5.18,2.23
company_00141,Surya Healthcare LLP,0,0,0,0.1101,None,739,1.2721,5.9,4.52,1.79
company_00142,Tejas Renewables Partnership Firm,0,0,0,0.3229,None,736,1.2718,5.45,6.93,1.55
company_00143,Surya Infrastructure Private Limited,0,0,0,0.3223,None,733,2.0752,3.74,3.28,2.13
company_00144,Vidya Logistics Partnership Firm,0,0,0,0.0906,None,745,1.8628,4.33,3.74,2.73
company_00145,Zenith Infotech Private Limited,0,0,0,0.0143,None,695,2.2464,1.45,3.07,3.96
company_00146,Ambika Infotech Private Limited,0,0,0,0.0668,None,793,1.7262,2.49,3.29,0.65
company_00147,Urja Metals LLP,0,0,0,0.3321,None,730,1.2888,4.19,4.17,2.05
company_00148,Apex Textiles Private Limited,1,0,1,0.8858,revenue_inflation,663,0.7316,37.31,46.01,7.14
company_00149,Karan Pharma LLP,0,0,0,0.2548,None,753,1.4627,4.5,3.49,0.64
company_00150,Bhaskar Logistics Partnership Firm,0,0,0,0.2781,None,693,1.3803,10.61,4.41,7.97
company_00151,Shivam Renewables Partnership Firm,0,0,0,0.2315,None,792,0.9382,4.19,3.29,5.63
company_00152,Bharat Renewables LLP,1,0,1,0.8608,circular_trading,731,1.4213,47.46,20.07,7.48
company_00153,Shivam Pharma LLP,0,0,0,0.3284,None,745,1.0683,5.31,4.36,2.69
company_00154,Arogya Foods LLP,1,0,1,0.5219,revenue_inflation,687,1.2634,39.0,32.11,4.49
company_00155,Bharat Foods Partnership Firm,0,0,0,0.2872,None,741,1.846,7.06,3.58,2.06
company_00156,Bharat Healthcare Partnership Firm,0,0,0,0.1419,None,740,1.2845,6.86,6.34,1.84
company_00157,Bhaskar Healthcare LLP,0,0,0,0.0732,None,697,1.4711,5.11,5.53,2.9
company_00158,Kalyani Healthcare Private Limited,0,0,0,0.0107,None,744,1.416,7.66,2.81,3.1
company_00159,Surya Renewables Private Limited,0,0,0,0.1464,None,778,1.4884,6.96,3.88,1.81
company_00160,Urja Builders Private Limited,1,0,1,0.5512,shell_company,594,1.0288,35.88,31.73,4.45
company_00161,Infinity Foods LLP,0,0,0,0.1028,None,730,1.1614,3.7,3.61,2.85
company_00162,Aditya Foods LLP,0,0,0,0.1664,None,771,1.0315,7.32,4.91,2.76
company_00163,Infinity Power LLP,0,0,0,0.0885,None,812,0.8323,5.35,4.85,0.44
company_00164,Tejas Energy LLP,0,0,0,0.0321,None,787,1.1584,3.7,4.03,1.81
company_00165,Hindustan Renewables Private Limited,0,0,0,0.2108,None,685,1.8731,5.9,5.54,3.97
company_00166,Navrachana Builders LLP,0,0,0,0.2021,None,725,1.5164,2.3,4.66,1.06
company_00167,Karan Healthcare Private Limited,0,0,0,0.0513,None,780,1.7033,2.72,3.84,2.95
company_00168,Bharat Textiles Partnership Firm,0,0,0,0.3322,None,715,2.2969,5.44,2.82,3.08
company_00169,Tejas Infotech Private Limited,0,0,0,0.1348,None,699,1.6764,3.74,5.92,2.83
company_00170,Radhe Textiles Partnership Firm,0,0,0,0.3177,None,731,1.2939,6.7,3.01,3.22
company_00171,Karan Builders LLP,0,0,0,0.0617,None,725,1.3432,3.82,3.9,2.66
company_00172,Bharat Industries LLP,0,0,0,0.1635,None,750,1.2837,2.98,6.05,1.13
company_00173,Kalyani Power Partnership Firm,0,0,0,0.2322,None,745,1.1506,4.44,3.46,1.9
company_00174,Sterling Infotech Partnership Firm,0,0,0,0.1777,None,768,1.2386,2.63,3.9,1.54
company_00175,Surya Renewables LLP,1,0,1,0.9358,seasonal_manipulation,628,1.4506,29.62,15.27,6.83
company_00176,Karan Power LLP,0,0,0,0.0375,None,728,1.3153,2.67,2.9,2.41
company_00177,Radhe Industries Private Limited,0,0,0,0.0951,None,804,1.7063,7.69,4.68,1.4
company_00178,Hindustan Foods Private Limited,1,0,1,0.5197,shell_company,546,0.6066,33.03,32.66,4.93
company_00179,Navrachana Infrastructure Partnership Firm,0,0,0,0.2672,None,782,1.18,3.0,4.43,2.26
company_00180,Navrachana Foods Private Limited,0,0,0,0.2111,None,781,1.5859,2.92,3.3,2.4
company_00181,Ganesh Retail Partnership Firm,0,0,0,0.0426,None,822,0.7694,3.06,3.18,1.07
company_00182,Ganesh Solutions Private Limited,0,0,0,0.3444,None,700,1.1005,2.75,3.75,1.9
company_00183,Ambika Retail Private Limited,0,0,0,0.1373,None,762,1.2995,7.77,4.06,1.52
company_00184,Karan Logistics Private Limited,0,1,1,0.575,shell_company,763,2.6467,6.45,3.08,1.94
company_00185,Infinity Logistics Private Limited,0,0,0,0.0826,None,767,0.66,3.23,3.15,1.05
company_00186,Radhe Infotech LLP,0,0,0,0.1261,None,762,1.4358,3.44,4.0,2.15
company_00187,Navrachana Power Private Limited,0,0,0,0.088,None,713,1.1256,5.32,4.15,1.75
company_00188,Tejas Automotive LLP,0,0,0,0.086,None,770,1.7019,4.0,7.95,1.64
company_00189,Apex Foods Partnership Firm,0,0,0,0.0429,None,744,1.3909,4.28,3.05,1.69
company_00190,Vanguard Energy Partnership Firm,0,0,0,0.2996,None,704,1.5547,6.38,3.45,2.78
company_00191,Ganesh Renewables LLP,0,0,0,0.0265,None,704,1.2544,7.49,4.23,4.93
company_00192,Ganesh Retail LLP,0,1,1,0.6438,benami_siphoning,734,1.7706,8.24,5.07,6.6
company_00193,Tejas Power Private Limited,0,0,0,0.1415,None,763,1.6802,3.71,2.97,1.06
company_00194,Karan Enterprises Private Limited,0,0,0,0.2605,None,753,1.1708,12.19,4.17,3.25
company_00195,Sterling Healthcare LLP,0,0,0,0.284,None,785,1.332,3.01,4.15,1.49
company_00196,Delta Logistics LLP,0,0,0,0.1544,None,689,1.081,3.28,3.59,2.71
company_00197,Apex Chemicals Private Limited,0,0,0,0.0913,None,744,1.3651,11.02,4.58,2.35
company_00198,Bhaskar Infrastructure LLP,1,0,1,0.5998,shell_company,508,1.4885,26.2,28.96,4.71
company_00199,Sterling Infotech Private Limited,0,0,0,0.1015,None,672,1.4266,4.85,3.19,5.18
company_00200,Surya Infrastructure LLP,0,0,0,0.118,None,756,2.8079,3.84,3.68,4.45
company_00201,Karan Textiles LLP,0,0,0,0.0128,None,764,1.5839,3.51,5.41,4.29
company_00202,Vanguard Retail Partnership Firm,0,0,0,0.2458,None,756,1.6146,3.39,8.48,3.07
company_00203,Bharat Enterprises Partnership Firm,0,0,0,0.0201,None,752,1.8974,3.09,2.43,1.68
company_00204,Zenith Automotive Private Limited,0,0,0,0.0558,None,707,1.7997,2.91,3.92,2.03
company_00205,Ganesh Energy LLP,0,0,0,0.2105,None,769,0.9828,3.24,5.59,2.91
company_00206,Vidya Foods Partnership Firm,0,0,0,0.1635,None,702,3.1557,8.27,3.45,2.66
company_00207,Kalyani Energy LLP,0,0,0,0.1202,None,749,1.3335,7.54,2.89,2.2
company_00208,Urja Builders LLP,0,0,0,0.162,None,829,1.6437,3.88,3.76,1.98
company_00209,Kalyani Healthcare Partnership Firm,0,1,1,0.4368,circular_trading,725,1.5421,4.94,3.65,2.64
company_00210,Bharat Solutions Partnership Firm,0,0,0,0.2367,None,804,1.7182,3.04,5.16,1.02
company_00211,Infinity Textiles Partnership Firm,0,0,0,0.2646,None,726,1.6698,5.29,4.44,4.84
company_00212,Navrachana Builders Private Limited,0,1,1,0.4975,revenue_inflation,763,2.0425,2.85,2.63,4.92
company_00213,Sterling Textiles Private Limited,0,0,0,0.2242,None,723,1.7417,3.76,3.44,2.93
company_00214,Surya Industries Private Limited,0,0,0,0.1227,None,709,1.6396,8.41,5.99,2.69
company_00215,Vanguard Renewables LLP,0,0,0,0.0477,None,776,1.764,2.43,2.69,3.79
company_00216,Hindustan Foods LLP,0,0,0,0.0734,None,721,1.5291,5.66,4.04,3.18
company_00217,Delta Metals LLP,0,0,0,0.2455,None,748,0.9888,2.14,3.87,2.24
company_00218,Navrachana Logistics Partnership Firm,0,0,0,0.2698,None,765,1.8147,4.0,5.47,2.05
company_00219,Navrachana Foods LLP,1,0,1,0.8142,shell_company,516,0.9932,38.7,20.35,5.41
company_00220,Radhe Power LLP,0,0,0,0.0201,None,682,2.7135,3.04,6.75,3.01
company_00221,Vidya Chemicals Private Limited,0,0,0,0.1977,None,786,1.7724,3.88,3.96,1.49
company_00222,Ambika Textiles Private Limited,0,0,0,0.1458,None,780,1.373,3.27,4.95,1.3
company_00223,Ganesh Pharma LLP,0,0,0,0.0579,None,687,1.5425,5.03,2.75,3.26
company_00224,Hindustan Industries LLP,0,0,0,0.2857,None,765,1.4901,7.56,4.39,2.67
company_00225,Infinity Enterprises Private Limited,0,0,0,0.3266,None,683,2.4109,2.32,2.65,3.81
company_00226,Apex Solutions LLP,0,0,0,0.0251,None,702,1.117,3.81,3.5,2.15
company_00227,Radhe Chemicals Private Limited,0,0,0,0.0526,None,674,1.0162,5.23,5.39,2.59
company_00228,Karan Retail LLP,0,0,0,0.1449,None,787,1.5862,6.09,4.13,0.54
company_00229,Bhaskar Infotech LLP,0,0,0,0.2866,None,763,1.3259,4.55,2.54,1.68
company_00230,Arogya Infrastructure Private Limited,1,0,1,0.959,revenue_inflation,733,0.9747,31.71,26.12,5.72
company_00231,Hindustan Infrastructure Partnership Firm,0,0,0,0.2475,None,707,1.4501,4.91,3.32,1.57
company_00232,Tejas Solutions LLP,0,0,0,0.3455,None,725,1.2122,5.96,3.4,3.49
company_00233,Urja Energy Private Limited,1,0,1,0.8971,revenue_inflation,724,1.0903,47.9,24.66,5.86
company_00234,Vidya Enterprises LLP,0,0,0,0.3428,None,714,1.2068,4.04,6.89,2.58
company_00235,Delta Healthcare Private Limited,1,0,1,0.9135,shell_company,458,0.1,55.86,27.8,9.08
company_00236,Arogya Chemicals Partnership Firm,0,0,0,0.3489,None,754,2.2159,3.88,4.39,2.81
company_00237,Zenith Automotive Partnership Firm,0,0,0,0.0749,None,727,1.3,3.29,3.49,2.87
company_00238,Matrix Healthcare Private Limited,0,0,0,0.3067,None,714,1.8504,15.95,5.07,2.22
company_00239,Vidya Healthcare Private Limited,0,0,0,0.3388,None,689,1.1021,8.69,2.97,2.55
company_00240,Infinity Retail Private Limited,0,0,0,0.2433,None,765,1.5782,3.49,3.77,3.31
company_00241,Arogya Infotech LLP,0,0,0,0.1688,None,785,1.6139,4.13,4.69,0.67
company_00242,Radhe Energy LLP,0,0,0,0.0218,None,773,1.4684,7.35,3.8,1.59
company_00243,Surya Chemicals Private Limited,0,0,0,0.0776,None,746,1.6394,4.44,5.2,1.74
company_00244,Kalyani Pharma Private Limited,0,0,0,0.1831,None,730,1.6137,7.34,3.29,2.24
company_00245,Aditya Healthcare LLP,0,0,0,0.201,None,677,1.6711,5.14,3.62,5.84
company_00246,Surya Automotive Partnership Firm,0,0,0,0.1798,None,710,1.5972,2.11,3.25,1.69
company_00247,Shivam Energy Partnership Firm,0,1,1,0.6155,shell_company,669,1.9071,5.67,3.42,2.21
company_00248,Navrachana Metals Private Limited,1,0,1,0.8906,evergreening,699,0.794,18.63,19.6,14.75
company_00249,Kalyani Logistics LLP,0,0,0,0.3303,None,698,1.2128,4.15,4.23,2.36
company_00250,Tejas Enterprises Private Limited,0,0,0,0.2933,None,766,1.6908,3.2,4.86,1.93
company_00251,Aditya Pharma Private Limited,0,0,0,0.0659,None,773,2.6251,4.12,4.02,1.55
company_00252,Radhe Textiles Private Limited,0,0,0,0.224,None,802,1.1335,3.91,8.43,1.23
company_00253,Shivam Chemicals Partnership Firm,0,0,0,0.0709,None,803,1.2474,6.33,4.77,1.51
company_00254,Tejas Metals LLP,0,0,0,0.3346,None,702,1.2647,6.74,3.75,1.49
company_00255,Ambika Automotive LLP,0,1,1,0.6539,benami_siphoning,783,1.7614,4.12,3.98,2.33
company_00256,Ganesh Textiles Partnership Firm,0,0,0,0.242,None,720,1.5394,4.15,4.33,1.88
company_00257,Aditya Metals LLP,0,0,0,0.1961,None,782,1.5307,10.54,3.0,1.93
company_00258,Arogya Retail Private Limited,0,0,0,0.3225,None,831,1.5066,5.7,5.27,0.8
company_00259,Bhaskar Textiles LLP,0,0,0,0.298,None,742,1.4568,6.53,3.73,2.29
company_00260,Apex Infrastructure Partnership Firm,0,0,0,0.251,None,751,0.9296,4.22,4.89,2.44
company_00261,Kalyani Power LLP,0,0,0,0.3402,None,767,2.0039,4.36,7.85,4.14
company_00262,Urja Chemicals Partnership Firm,0,0,0,0.1631,None,759,1.1844,3.34,5.29,1.63
company_00263,Shivam Enterprises LLP,0,0,0,0.3026,None,724,1.375,2.92,3.18,2.24
company_00264,Bharat Builders Partnership Firm,0,0,0,0.2086,None,816,1.4729,3.74,2.96,2.89
company_00265,Kalyani Automotive Partnership Firm,0,0,0,0.0491,None,789,1.0251,6.81,3.0,1.47
company_00266,Zenith Infrastructure Private Limited,1,0,1,0.898,shell_company,545,1.3584,51.9,54.3,8.65
company_00267,Shivam Foods LLP,0,0,0,0.231,None,688,1.3642,10.85,3.48,3.64
company_00268,Kalyani Textiles LLP,1,0,1,0.6534,benami_siphoning,662,1.5165,10.55,24.8,11.0
company_00269,Navrachana Healthcare Partnership Firm,0,0,0,0.0417,None,726,1.4501,6.16,2.79,3.49
company_00270,Matrix Enterprises Private Limited,0,0,0,0.0118,None,697,1.251,5.32,7.52,8.57
