company_id,company_name,is_fraudulent,is_early_stage_fraud,true_fraud_state,pd_target,fraud_type,cibil_score,dscr,gst_discrepancy_pct,bank_divergence_pct,bounce_rate
company_00149,Navrachana Logistics Partnership Firm,0,0,0,0.0205,None,781,1.7731,4.16,3.33,2.65
company_00150,Aditya Retail LLP,0,0,0,0.23,None,788,1.2033,4.07,4.18,2.48
company_00151,Zenith Retail LLP,0,0,0,0.0941,None,846,1.5304,2.48,2.64,1.26
company_00152,Hindustan Textiles LLP,0,0,0,0.1551,None,813,1.9732,4.82,4.27,0.99
company_00153,Bhaskar Builders Private Limited,0,0,0,0.1933,None,699,1.2039,8.77,4.65,2.49
company_00154,Aditya Retail Private Limited,0,0,0,0.3044,None,778,1.6823,7.06,3.25,1.66
company_00155,Surya Industries Private Limited,0,0,0,0.2317,None,756,1.7369,3.57,3.59,1.21
company_00156,Ganesh Enterprises LLP,0,0,0,0.1146,None,822,1.4047,3.2,3.78,1.38
company_00157,Bharat Metals Private Limited,1,0,1,0.8559,evergreening,634,0.6178,21.72,20.83,14.4
company_00158,Matrix Enterprises Partnership Firm,0,0,0,0.0145,None,765,1.8249,4.42,4.0,0.76
company_00159,Infinity Power Private Limited,0,0,0,0.168,None,734,1.1874,3.09,4.53,2.16
company_00160,Tejas Metals Partnership Firm,0,0,0,0.2715,None,705,0.9249,4.79,4.21,3.39
company_00161,Bharat Logistics Private Limited,1,0,1,0.8553,evergreening,670,0.6241,15.36,16.41,11.86
company_00162,Ambika Power Private Limited,0,1,1,0.4204,benami_siphoning,747,1.1174,7.81,3.49,1.91
company_00163,Karan Infrastructure Private Limited,0,0,0,0.2688,None,741,1.0505,9.15,2.78,2.34
company_00164,Ganesh Renewables Private Limited,0,1,1,0.5717,revenue_inflation,677,1.8671,5.89,5.45,2.75
company_00165,Bharat Metals Partnership Firm,0,0,0,0.3008,None,765,0.9868,4.52,4.18,2.62
company_00166,Karan Solutions LLP,0,0,0,0.3326,None,771,2.0282,5.62,6.67,1.58
company_00167,Vanguard Healthcare Partnership Firm,0,0,0,0.1612,None,765,2.5502,5.05,3.68,1.1
company_00168,Matrix Solutions Private Limited,0,0,0,0.0405,None,758,1.9212,7.59,3.83,2.23
company_00169,Hindustan Industries LLP,0,0,0,0.076,None,744,1.4568,5.37,5.24,1.66
company_00170,Kalyani Logistics Partnership Firm,0,0,0,0.2282,None,691,1.452,2.91,4.11,3.3
company_00171,Apex Healthcare Partnership Firm,0,0,0,0.3411,None,776,1.8804,3.55,4.85,2.31
company_00172,Ambika Healthcare Partnership Firm,0,0,0,0.303,None,778,1.4846,4.25,3.37,1.47
company_00173,Infinity Infrastructure Private Limited,0,0,0,0.0415,None,697,1.215,4.03,3.53,2.27
company_00174,Radhe Infrastructure Private Limited,0,0,0,0.2593,None,764,1.3221,3.14,4.36,1.5
company_00175,Hindustan Energy LLP,0,1,1,0.6613,revenue_inflation,757,1.1232,4.1,5.68,2.57
company_00176,Ganesh Infotech LLP,0,0,0,0.2785,None,797,1.145,3.04,3.32,1.05
company_00177,Radhe Chemicals Partnership Firm,0,0,0,0.2253,None,726,1.1705,6.67,4.76,4.0
company_00178,Surya Foods Private Limited,0,0,0,0.1091,None,656,1.1851,7.1,3.48,5.05
company_00179,Navrachana Chemicals Partnership Firm,0,0,0,0.0363,None,841,1.1403,3.79,3.38,0.71
company_00180,Aditya Automotive LLP,1,0,1,0.8517,revenue_inflation,596,0.7204,36.4,30.19,7.87
company_00181,Navrachana Infrastructure LLP,0,0,0,0.1274,None,828,1.1945,8.21,5.66,1.91
company_00182,Shivam Power Private Limited,0,0,0,0.2467,None,714,1.1614,1.47,2.89,3.23
company_00183,Shivam Retail LLP,0,0,0,0.0796,None,667,1.3934,1.86,2.9,2.45
company_00184,Vanguard Infrastructure Partnership Firm,0,0,0,0.2284,None,730,1.5795,6.35,6.37,1.96
company_00185,Navrachana Enterprises Private Limited,0,0,0,0.1219,None,782,1.375,4.02,4.76,3.06
company_00186,Ambika Industries LLP,0,0,0,0.1241,None,809,1.7157,2.96,3.53,1.16
company_00187,Sterling Power Partnership Firm,1,0,1,0.627,benami_siphoning,665,0.4823,12.23,19.86,5.98
company_00188,Urja Retail Private Limited,0,0,0,0.2546,None,715,1.6073,4.26,2.66,1.96
company_00189,Karan Energy Partnership Firm,0,0,0,0.0565,None,724,1.282,5.2,4.89,1.97
company_00190,Apex Healthcare Private Limited,0,0,0,0.2939,None,842,0.9121,4.51,5.59,2.83
company_00191,Ambika Chemicals LLP,0,0,0,0.1534,None,758,1.2252,5.06,3.8,3.05
company_00192,Delta Chemicals LLP,0,0,0,0.2511,None,805,1.1086,3.45,2.25,1.14
company_00193,Bhaskar Solutions Partnership Firm,0,1,1,0.4428,seasonal_manipulation,757,1.7299,6.99,4.12,5.32
company_00194,Kalyani Infrastructure Private Limited,0,0,0,0.1179,None,760,1.4506,2.77,3.47,2.26
company_00195,Kalyani Logistics LLP,0,0,0,0.1657,None,743,1.4085,3.01,4.86,6.32
company_00196,Aditya Metals Private Limited,0,0,0,0.0606,None,767,2.0948,2.88,3.59,1.99
company_00197,Surya Power LLP,1,0,1,0.5214,evergreening,713,0.8243,12.84,10.22,10.95
company_00198,Bharat Power Private Limited,0,0,0,0.2443,None,744,0.7041,2.75,4.17,4.24
company_00199,Zenith Textiles LLP,0,0,0,0.2271,None,769,2.2099,5.39,6.47,1.71
company_00200,Arogya Infotech LLP,1,0,1,0.9893,evergreening,599,0.9923,31.03,31.6,17.08
company_00201,Apex Enterprises LLP,0,0,0,0.0804,None,706,1.4644,3.23,2.94,5.63
company_00202,Shivam Automotive LLP,0,0,0,0.316,None,714,0.8523,3.57,4.3,1.65
company_00203,Delta Infotech Private Limited,0,0,0,0.1834,None,751,1.281,4.23,3.12,1.41
company_00204,Zenith Infotech Partnership Firm,0,0,0,0.0625,None,719,1.141,6.75,3.12,5.07
company_00205,Shivam Infotech Private Limited,0,0,0,0.3234,None,754,1.1748,4.14,5.76,1.84
company_00206,Zenith Automotive Private Limited,0,0,0,0.2046,None,787,1.0501,6.78,4.71,1.24
company_00207,Aditya Healthcare Partnership Firm,0,0,0,0.308,None,715,1.5155,3.3,3.83,1.96
company_00208,Bharat Foods LLP,0,0,0,0.2442,None,765,1.1986,5.98,4.17,2.38
company_00209,Aditya Power LLP,0,0,0,0.2341,None,690,1.7074,4.54,4.75,2.78
company_00210,Navrachana Energy LLP,0,0,0,0.2192,None,716,1.5991,3.41,2.79,1.77
company_00211,Infinity Energy Private Limited,0,0,0,0.2531,None,743,1.6878,5.17,4.31,1.63
company_00212,Apex Infrastructure Private Limited,0,0,0,0.1637,None,708,1.2446,3.74,4.05,1.96
company_00213,Hindustan Builders Private Limited,0,0,0,0.3368,None,686,1.3262,4.21,4.15,5.43
company_00214,Sterling Logistics Partnership Firm,0,0,0,0.2837,None,740,1.9512,7.05,4.07,2.38
company_00215,Urja Automotive Partnership Firm,0,0,0,0.0396,None,797,0.9091,3.27,4.87,1.48
company_00216,Tejas Renewables Partnership Firm,0,0,0,0.0438,None,783,1.2878,3.88,3.5,3.28
company_00217,Matrix Foods Private Limited,0,0,0,0.3021,None,721,1.2004,5.62,4.29,4.34
company_00218,Zenith Enterprises Partnership Firm,0,0,0,0.1762,None,767,1.3882,4.54,3.55,2.98
company_00219,Radhe Chemicals LLP,0,0,0,0.3118,None,790,2.3693,4.36,4.78,1.36
company_00220,Arogya Pharma Partnership Firm,0,0,0,0.0601,None,737,1.521,3.93,3.3,2.38
company_00221,Karan Industries LLP,0,0,0,0.0627,None,729,1.334,4.91,6.06,2.87
company_00222,Tejas Healthcare Partnership Firm,0,0,0,0.2675,None,756,1.4191,4.31,3.08,1.62
company_00223,Vidya Infotech LLP,0,0,0,0.2073,None,686,1.6113,9.55,7.41,2.38
company_00224,Karan Power Partnership Firm,1,0,1,0.6084,benami_siphoning,617,1.1517,8.67,30.01,4.6
company_00225,Infinity Automotive LLP,0,0,0,0.2522,None,709,1.3503,4.0,5.58,5.46
company_00226,Tejas Energy LLP,1,0,1,0.9411,seasonal_manipulation,685,1.8308,33.84,25.29,8.8
company_00227,Radhe Infrastructure Partnership Firm,0,0,0,0.1386,None,801,1.4662,7.79,4.57,0.68
company_00228,Aditya Infrastructure LLP,0,0,0,0.3018,None,688,0.9197,3.16,5.05,2.17
company_00229,Vidya Automotive Partnership Firm,1,0,1,0.916,circular_trading,669,0.5828,32.5,40.18,7.35
company_00230,Navrachana Foods Private Limited,0,0,0,0.0145,None,767,1.6612,6.39,3.73,1.81
company_00231,Shivam Builders LLP,0,0,0,0.2859,None,785,2.3596,4.91,3.26,1.5
company_00232,Sterling Metals LLP,1,0,1,0.8801,revenue_inflation,576,2.2738,35.67,38.9,14.57
company_00233,Bharat Renewables LLP,0,0,0,0.1453,None,733,1.6911,9.66,4.15,5.93
company_00234,Karan Industries Partnership Firm,0,0,0,0.3031,None,764,1.2321,6.54,3.14,3.38
company_00235,Ganesh Healthcare Private Limited,0,0,0,0.3218,None,709,1.8506,10.28,7.59,2.48
company_00236,Sterling Healthcare Private Limited,0,0,0,0.0913,None,824,2.0198,5.44,4.12,4.53
company_00237,Hindustan Logistics LLP,0,0,0,0.1527,None,762,1.5516,4.78,4.69,1.17
company_00238,Navrachana Metals Private Limited,0,0,0,0.2564,None,752,1.3892,8.04,8.36,2.21
company_00239,Kalyani Retail LLP,0,0,0,0.122,None,719,1.3049,4.46,4.43,6.07
company_00240,Bhaskar Healthcare LLP,0,0,0,0.3097,None,728,1.9208,3.77,3.6,1.8
company_00241,Navrachana Foods Partnership Firm,0,0,0,0.038,None,737,1.9323,5.97,5.91,3.54
company_00242,Tejas Foods Private Limited,0,0,0,0.2494,None,805,1.529,9.16,3.87,2.23
company_00243,Vanguard Power Private Limited,0,0,0,0.1736,None,679,1.0135,4.24,3.5,2.65
company_00244,Surya Infotech LLP,1,0,1,0.7374,benami_siphoning,649,0.6532,8.51,18.82,3.83
company_00245,Infinity Industries LLP,0,0,0,0.181,None,745,1.5983,5.01,5.76,3.01
company_00246,Infinity Metals LLP,1,0,1,0.8047,shell_company,543,1.5335,47.43,31.66,5.29
company_00247,Vidya Chemicals LLP,0,0,0,0.3256,None,724,1.1192,3.6,4.63,4.12
company_00248,Kalyani Automotive LLP,0,0,0,0.3223,None,717,1.1163,3.6,2.74,1.25
company_00249,Zenith Foods Partnership Firm,0,0,0,0.246,None,770,1.861,2.4,2.77,1.83
company_00250,Karan Builders LLP,0,0,0,0.0711,None,740,1.0623,3.25,3.33,2.03
company_00251,Surya Automotive Private Limited,0,0,0,0.2738,None,728,1.7566,11.73,3.74,1.1
company_00252,Aditya Enterprises Partnership Firm,0,0,0,0.2407,None,707,1.3766,2.81,2.91,2.51
company_00253,Bharat Infotech Private Limited,0,0,0,0.0186,None,771,1.5332,8.34,4.72,2.73
company_00254,Vidya Pharma Private Limited,0,0,0,0.3007,None,762,1.2231,7.02,4.11,0.83
company_00255,Shivam Foods LLP,0,0,0,0.0736,None,742,1.3746,5.04,3.29,1.02
company_00256,Ambika Textiles LLP,0,0,0,0.0402,None,728,1.5129,3.66,3.87,5.55
company_00257,Sterling Retail Partnership Firm,0,0,0,0.0108,None,766,1.4906,4.01,2.6,1.3
company_00258,Bharat Builders LLP,0,0,0,0.1464,None,711,1.201,2.75,2.43,5.05
company_00259,Sterling Retail Private Limited,0,1,1,0.6132,revenue_inflation,782,0.9797,3.98,3.66,1.93
company_00260,Urja Retail Partnership Firm,0,0,0,0.3035,None,818,0.8267,4.42,3.85,0.0
company_00261,Vidya Infotech Partnership Firm,0,0,0,0.1844,None,762,1.38,3.1,3.07,2.4
company_00262,Infinity Chemicals LLP,0,0,0,0.13,None,820,1.3664,11.06,3.35,2.1
company_00263,Ganesh Automotive LLP,0,0,0,0.2622,None,756,1.812,3.04,4.44,1.89
company_00264,Karan Infrastructure LLP,0,0,0,0.2855,None,755,1.103,4.96,4.68,1.7
company_00265,Karan Retail LLP,0,0,0,0.1854,None,720,1.4032,3.62,2.55,3.45
company_00266,Aditya Renewables Partnership Firm,0,0,0,0.2315,None,860,1.486,6.33,5.66,0.31
company_00267,Zenith Logistics LLP,0,0,0,0.0225,None,736,1.5925,3.38,2.89,2.37
company_00268,Karan Renewables LLP,0,0,0,0.1957,None,785,1.3654,4.27,4.24,1.53
company_00269,Karan Metals Partnership Firm,0,0,0,0.2795,None,640,1.4064,3.6,7.76,3.04
company_00270,Urja Energy LLP,0,0,0,0.0583,None,749,1.6924,5.13,3.36,3.98
